gender,age,class,embarked,country,fare,sibsp,parch,pred_age8,pred_fare72,pred_class1,pred_fareclass
female,18,2nd,Southampton,England,23,0,1,0.974,0.922,0.96,0.976
female,34,2nd,Southampton,England,23,0,1,0.974,0.922,0.946,0.972
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.536,0.862,0.962
male,37,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.356,0.194,0.048
male,18,3rd,Southampton,England,8.01,0,0,0.578,0.256,0.242,0.118
male,22,3rd,Queenstown,Ireland,8.0902,0,0,0.424,0.212,0.252,0.114
female,48,1st,Cherbourg,United States,106.0806,1,0,0.958,0.988,0.994,0.988
female,27,1st,Cherbourg,Canada,247.1005,1,1,0.938,0.99,0.984,0.99
male,50,1st,Cherbourg,United States,106.0806,1,0,0.464,0.264,0.186,0.264
male,55,2nd,Southampton,England,26,0,0,0.472,0.122,0.078,0.078
female,31,3rd,Southampton,United States,12.0906,0,0,0.68,0.472,0.906,0.976
female,28,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.58,0.864,0.956
male,33,3rd,Cherbourg,Croatia (Modern),7.1711,0,0,0.422,0.414,0.376,0.362
male,8,2nd,Southampton,United States,32.1,0,2,0.838,0.69,0.72,0.726
male,42,2nd,Southampton,England,32.1,1,1,0.788,0.106,0.274,0.274
female,34,2nd,Southampton,United States,32.1,1,1,0.984,0.912,0.934,0.976
female,27,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.614,0.914,0.964
female,24,3rd,Southampton,England,8.01,0,0,0.632,0.426,0.884,0.976
female,48,1st,Cherbourg,England,56.1807,1,0,0.958,0.988,0.992,0.988
male,49,1st,Cherbourg,England,39.12,1,0,0.592,0.31,0.518,0.31
male,39,1st,Cherbourg,United States,29.14,0,0,0.634,0.16,0.254,0.16
male,24,3rd,Southampton,Channel Islands,7.11,0,0,0.528,0.368,0.246,0.172
female,27,2nd,Cherbourg,Spain,13.1702,1,0,0.912,0.906,0.89,0.992
female,30,2nd,Cherbourg,Spain,13.1702,1,0,0.912,0.892,0.886,0.988
male,65,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.258,0.08,0.062
male,23,3rd,Southampton,United States,13.18,1,0,0.414,0.222,0.332,0.286
female,22,3rd,Southampton,United States,13.18,1,0,0.484,0.392,0.804,0.986
female,23,1st,Cherbourg,United States,83.0302,0,1,0.966,0.994,0.996,0.994
male,18,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.256,0.208,0.118
male,25,2nd,Southampton,United States,13,0,0,0.508,0.064,0.284,0.174
male,16,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.258,0.226,0.166
male,45,3rd,Southampton,Sweden,6.1906,0,0,0.512,0.418,0.216,0.04
male,29,3rd,Cherbourg,X,7.0406,0,0,0.366,0.384,0.428,0.396
male,15,3rd,Cherbourg,Lebanon,7.0407,1,1,0.518,0.4,0.462,0.598
male,22,3rd,Cherbourg,Lebanon,7.0407,1,1,0.518,0.408,0.408,0.498
male,48,3rd,Southampton,England,7.05,0,0,0.516,0.436,0.21,0.17
female,5,3rd,Southampton,United States,12.0906,0,0,0.68,0.492,0.882,0.878
male,21,2nd,Southampton,Sweden,13,0,0,0.508,0.018,0.272,0.11
female,39,1st,Cherbourg,United States,247.1006,0,0,0.942,0.984,0.99,0.984
male,37,3rd,Southampton,X,7.01,0,0,0.506,0.5,0.196,0.044
female,54,1st,Cherbourg,United States,78.0504,1,0,0.958,0.988,0.994,0.988
female,36,1st,Cherbourg,United States,31.1307,0,0,0.8,0.956,0.632,0.956
male,38,3rd,Southampton,England,15.02,0,0,0.498,0.52,0.206,0.066
male,18,2nd,Southampton,Norway,13,0,0,0.508,0.016,0.252,0.118
male,46,3rd,Southampton,England,7.05,0,0,0.516,0.406,0.206,0.03
male,26,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.296,0.248,0.172
male,49,1st,Southampton,England,221.1507,0,0,0.448,0.214,0.168,0.214
male,32,2nd,Southampton,England,26,1,0,0.472,0.144,0.338,0.264
male,18,2nd,Southampton,England,10.1,0,0,0.518,0.016,0.24,0.118
male,34,3rd,Southampton,X,7.01,0,0,0.506,0.508,0.236,0.132
male,18,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.256,0.236,0.118
female,48,1st,Cherbourg,United States,31.1308,0,0,0.886,0.982,0.844,0.982
female,22,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.56,0.864,0.96
female,42,1st,Cherbourg,United States,110.1708,0,0,0.948,0.986,0.988,0.986
male,28,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.282,0.232,0.148
male,48,3rd,Queenstown,Ireland,6.19,0,0,0.362,0.32,0.202,0.144
male,36,1st,Southampton,Canada,26.0509,0,0,0.618,0.068,0.538,0.068
male,19,3rd,Queenstown,Ireland,7.1707,0,0,0.412,0.208,0.238,0.126
male,20,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.21,0.244,0.122
male,32,3rd,Southampton,X,56.0911,0,0,0.51,0.566,0.29,0.152
female,20,3rd,Southampton,England,34.0706,2,2,0.092,0.182,0.884,0.892
female,7,3rd,Southampton,England,34.0706,2,2,0.092,0.132,0.796,0.752
male,23,3rd,Southampton,England,8.01,0,0,0.578,0.276,0.238,0.122
male,18,3rd,Southampton,England,34.0706,2,2,0.188,0.07,0.398,0.402
female,54,3rd,Southampton,Scotland,34.0706,1,3,0.16,0.18,0.876,0.92
male,14,3rd,Southampton,England,34.0706,1,3,0.214,0.084,0.498,0.528
male,30,1st,Southampton,United States,27.15,0,0,0.538,0.106,0.3,0.106
female,24,1st,Southampton,Canada,263,3,2,0.752,0.894,0.934,0.894
female,28,1st,Southampton,Canada,263,3,2,0.752,0.906,0.936,0.906
female,23,1st,Southampton,Canada,263,3,2,0.752,0.9,0.934,0.9
male,19,1st,Southampton,Canada,263,3,2,0.528,0.262,0.204,0.262
male,64,1st,Southampton,Canada,263,1,4,0.604,0.12,0.066,0.12
female,60,1st,Southampton,Canada,263,1,4,0.708,0.858,0.844,0.858
male,28,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.282,0.232,0.148
male,38,2nd,Southampton,United States,13,0,0,0.508,0.144,0.206,0.066
female,32,1st,Cherbourg,England,56.1807,0,0,0.948,0.986,0.988,0.986
male,37,1st,Southampton,England,26.11,0,0,0.574,0.044,0.364,0.044
male,49,1st,Southampton,United States,133.13,2,0,0.602,0.43,0.582,0.43
male,43,1st,Cherbourg,United States,27.1405,1,0,0.602,0.198,0.504,0.198
female,42,1st,Southampton,United States,133.13,1,0,0.906,0.974,0.992,0.974
female,22,1st,Cherbourg,Switzerland,49.1,0,2,0.972,0.992,0.996,0.992
male,60,1st,Cherbourg,Switzerland,79.04,1,1,0.71,0.394,0.486,0.394
female,48,1st,Cherbourg,Switzerland,79.04,1,1,0.952,0.988,0.994,0.988
male,39,2nd,Belfast,England,22,0,0,0.434,0.1,0.208,0.06
male,39,1st,Southampton,England,89,0,0,0.446,0.036,0.048,0.036
female,38,2nd,Southampton,India,13,0,0,0.91,0.87,0.856,0.952
male,37,1st,Southampton,England,53.02,1,0,0.518,0.142,0.248,0.142
female,35,1st,Southampton,England,53.02,1,0,0.906,0.98,0.994,0.98
male,36,2nd,Southampton,England,26,0,0,0.472,0.126,0.264,0.068
male,38,2nd,Southampton,England,21,1,0,0.476,0.112,0.278,0.17
male,33,2nd,Southampton,England,21,1,0,0.476,0.12,0.312,0.246
male,29,3rd,Queenstown,Ireland,7.141,0,0,0.378,0.302,0.218,0.12
male,23,3rd,Southampton,England,14.1,0,0,0.476,0.276,0.262,0.122
female,39,2nd,Southampton,England,13,0,0,0.91,0.888,0.906,0.962
male,19,2nd,Southampton,England,26,0,0,0.472,0.016,0.234,0.118
male,26,2nd,Southampton,Channel Islands,10.1,0,0,0.518,0.076,0.27,0.174
male,47,1st,Southampton,England,38.1,0,0,0.472,0.08,0.138,0.08
female,38,3rd,Cherbourg,United States,7.0407,0,0,0.866,0.598,0.89,0.984
male,21,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.29,0.454,0.354
male,30,3rd,Cherbourg,Bulgaria,7.1711,0,0,0.422,0.38,0.402,0.364
female,22,1st,Cherbourg,United States,59.08,0,1,0.968,0.994,1,0.994
female,44,1st,Cherbourg,United States,59.08,0,1,0.968,0.994,0.998,0.994
female,35,1st,Southampton,X,211.1,0,0,0.902,0.972,0.982,0.972
male,23,1st,Cherbourg,X,79.04,0,0,0.47,0.296,0.17,0.296
male,47,2nd,Southampton,England,10.1,0,0,0.518,0.12,0.246,0.08
male,19,2nd,Southampton,England,11.1,1,0,0.498,0.042,0.306,0.234
male,21,2nd,Southampton,England,11.1,1,0,0.498,0.046,0.316,0.25
male,24,2nd,Southampton,England,13.1,0,0,0.496,0.056,0.27,0.172
male,23,3rd,Southampton,Wales,8.01,0,0,0.578,0.276,0.238,0.122
male,31,2nd,Southampton,Ireland,13,0,0,0.508,0.104,0.22,0.124
male,24,2nd,Southampton,England,13,0,0,0.508,0.056,0.27,0.172
female,17,3rd,Queenstown,Ireland,7.1408,0,0,0.786,0.536,0.876,0.95
male,30,2nd,Southampton,Argentina,13,0,0,0.508,0.078,0.222,0.106
female,18,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.546,0.894,0.958
male,47,1st,Cherbourg,United States,89.0201,1,0,0.51,0.27,0.364,0.27
female,40,1st,Cherbourg,United States,89.0201,1,0,0.958,0.988,0.998,0.988
male,71,1st,Cherbourg,United States,34.1301,0,0,0.602,0.084,0.058,0.084
male,9,3rd,Southampton,England,20.1006,0,2,0.612,0.434,0.692,0.708
male,33,3rd,Southampton,England,20.1006,1,1,0.49,0.236,0.322,0.344
male,41,3rd,Southampton,X,7.17,0,0,0.556,0.428,0.204,0.028
female,31,3rd,Southampton,England,20.1006,1,1,0.514,0.378,0.852,0.978
male,9,3rd,Southampton,England,46.18,5,2,0.01,0.034,0.454,0.49
male,1,3rd,Southampton,England,46.18,5,2,0.01,0.11,0.484,0.516
male,11,3rd,Southampton,England,46.18,5,2,0.01,0.03,0.446,0.476
female,10,3rd,Southampton,England,46.18,5,2,0.02,0.06,0.668,0.678
female,16,3rd,Southampton,England,46.18,5,2,0.02,0.104,0.72,0.74
male,14,3rd,Southampton,England,46.18,5,2,0.01,0.014,0.376,0.392
male,42,3rd,Southampton,England,46.18,1,6,0.194,0.052,0.28,0.3
female,43,3rd,Southampton,England,46.18,1,6,0.178,0.13,0.78,0.83
male,53,1st,Southampton,United States,28.1,0,0,0.558,0.208,0.518,0.208
female,19,1st,Southampton,England,153.0903,0,0,0.908,0.974,0.98,0.974
male,38,1st,Southampton,Canada,30,0,1,0.63,0.144,0.152,0.144
female,59,1st,Southampton,England,153.0903,0,1,0.914,0.966,0.982,0.966
male,52,2nd,Southampton,South Africa,13,0,0,0.508,0.16,0.252,0.21
female,45,1st,Cherbourg,United States,63.0702,0,1,0.968,0.99,0.996,0.99
male,23,1st,Cherbourg,United States,63.0702,0,1,0.824,0.564,0.644,0.564
male,20,engineering crew,Southampton,England,0,0,0,0.33,0.226,0.27,0.112
male,41,3rd,Southampton,England,8.01,0,0,0.578,0.428,0.21,0.028
male,32,3rd,Southampton,Norway,8.0615,0,0,0.578,0.566,0.238,0.152
male,25,3rd,Southampton,England,8.01,0,0,0.578,0.372,0.254,0.174
male,46,1st,Cherbourg,France,79.04,0,0,0.47,0.116,0.066,0.116
male,19,3rd,Southampton,Finland,9.1611,0,0,0.578,0.256,0.248,0.118
male,37,3rd,Southampton,Finland,7.1806,2,0,0.464,0.298,0.312,0.216
male,28,3rd,Southampton,Finland,7.1806,2,0,0.464,0.214,0.306,0.272
male,19,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.256,0.218,0.118
female,24,3rd,Southampton,Switzerland,8.17,0,0,0.562,0.426,0.86,0.976
male,28,3rd,Southampton,Norway,6.1904,1,0,0.43,0.276,0.282,0.272
male,19,3rd,Southampton,Norway,6.1904,1,0,0.43,0.208,0.25,0.234
male,28,3rd,Southampton,Finland,15.17,1,0,0.452,0.276,0.33,0.272
female,24,3rd,Southampton,Finland,15.17,1,0,0.496,0.43,0.832,0.986
male,30,2nd,Southampton,England,13,0,0,0.508,0.078,0.222,0.106
male,0.5833333333,2nd,Southampton,United States,14.1,1,1,0.706,0.706,0.63,0.666
female,23,2nd,Southampton,United States,14.1,0,2,0.92,0.938,0.892,0.958
male,19,3rd,Southampton,Belgium,9.1,0,0,0.572,0.256,0.248,0.118
male,27,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.398,0.45,0.434
male,18,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.282,0.444,0.366
male,35,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.394,0.344,0.344
male,41,3rd,Southampton,United States,14.0202,2,0,0.34,0.254,0.308,0.21
male,26,3rd,Southampton,Denmark,7.1701,1,0,0.5,0.302,0.322,0.342
male,21,3rd,Southampton,Denmark,7.1701,0,0,0.556,0.26,0.242,0.11
female,45,3rd,Southampton,United States,14.0202,1,0,0.47,0.422,0.808,0.97
male,45,2nd,Southampton,United States,13,0,0,0.508,0.112,0.236,0.04
male,25,1st,Cherbourg,United States,55.081,1,0,0.594,0.374,0.594,0.374
female,21,1st,Cherbourg,United States,55.081,1,0,0.958,0.99,0.996,0.99
female,17,3rd,Queenstown,Ireland,7.1408,0,0,0.786,0.536,0.876,0.95
female,21,3rd,Southampton,England,7.11,0,0,0.682,0.382,0.87,0.974
female,6,2nd,Southampton,Scotland,33,0,1,0.992,0.91,0.914,0.886
male,48,1st,Cherbourg,United States,76.1407,1,0,0.504,0.328,0.418,0.328
female,49,1st,Cherbourg,United States,76.1407,1,0,0.958,0.988,0.996,0.988
male,39,2nd,Southampton,Scotland,33,0,1,0.768,0.124,0.116,0.122
male,37,1st,Southampton,England,42.08,0,0,0.392,0.044,0.02,0.044
male,62,2nd,Southampton,England,10.1,0,0,0.518,0.142,0.11,0.078
male,45,1st,Southampton,United States,83.0906,1,0,0.566,0.11,0.166,0.11
female,35,1st,Southampton,United States,83.0906,1,0,0.912,0.98,0.994,0.98
male,45,2nd,Southampton,England,10.1,0,0,0.518,0.112,0.252,0.04
male,46,1st,Southampton,England,89,0,0,0.446,0.03,0.048,0.03
male,33,2nd,Southampton,England,22,0,0,0.486,0.134,0.254,0.13
female,7,2nd,Southampton,England,26.05,0,2,0.988,0.896,0.898,0.844
male,47,2nd,Southampton,England,26.05,1,1,0.754,0.096,0.29,0.244
male,29,3rd,Queenstown,Ireland,6.1702,0,0,0.36,0.302,0.212,0.12
female,48,2nd,Southampton,England,26.05,1,1,0.974,0.938,0.942,0.986
male,27,1st,Cherbourg,Egypt,76.1407,0,0,0.542,0.434,0.46,0.434
male,45,1st,Southampton,England,30,0,0,0.572,0.04,0.442,0.04
female,24,1st,Cherbourg,United States,83.0302,0,0,0.952,0.988,0.99,0.988
male,55,1st,Southampton,Canada,93.1,1,1,0.708,0.108,0.14,0.108
female,52,1st,Southampton,Canada,93.1,1,1,0.908,0.978,0.982,0.978
male,42,1st,Southampton,England,42.1,0,0,0.392,0.032,0.014,0.032
female,33,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.544,0.852,0.956
male,27,3rd,Southampton,Sweden,6.1906,0,0,0.512,0.358,0.228,0.176
male,24,3rd,Southampton,X,56.0911,0,0,0.51,0.368,0.274,0.172
female,20,3rd,Queenstown,Ireland,6.15,0,0,0.638,0.538,0.826,0.962
female,16,3rd,Southampton,Finland,7.1806,0,0,0.61,0.424,0.878,0.958
female,23,3rd,Southampton,Finland,7.1806,0,0,0.61,0.39,0.86,0.972
female,22,3rd,Southampton,Sweden,8.1903,0,0,0.574,0.396,0.852,0.974
male,30,3rd,Southampton,Hungary,7.1711,0,0,0.556,0.404,0.194,0.106
female,28,3rd,Southampton,Sweden,7.1506,0,0,0.608,0.426,0.88,0.972
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.536,0.862,0.962
female,24,2nd,Southampton,England,65,1,2,0.932,0.946,0.902,0.896
female,24,2nd,Southampton,England,65,1,2,0.932,0.946,0.902,0.896
male,50,2nd,Southampton,England,65,1,2,0.644,0.058,0.3,0.296
female,50,2nd,Southampton,India,65,1,2,0.932,0.93,0.94,0.936
female,56,2nd,Southampton,India,16,0,0,0.924,0.822,0.93,0.946
male,24,2nd,Southampton,England,73.1,2,0,0.348,0.02,0.304,0.302
male,30,2nd,Southampton,England,73.1,2,0,0.348,0.034,0.246,0.246
male,21,2nd,Southampton,England,73.1,2,0,0.348,0.016,0.252,0.252
male,44,1st,Southampton,England,51.1703,0,0,0.378,0.032,0.018,0.032
female,18,2nd,Southampton,Finland,13,1,1,0.63,0.902,0.636,0.95
male,55,1st,Southampton,England,50,0,0,0.38,0.078,0.03,0.078
female,17,1st,Cherbourg,United States,57.1907,0,1,0.968,0.994,1,0.994
female,44,1st,Cherbourg,United States,57.1907,0,1,0.968,0.994,0.998,0.994
female,2,3rd,Southampton,Finland,12.0509,0,1,0.722,0.428,0.804,0.804
female,22,3rd,Southampton,Finland,12.0509,1,1,0.486,0.372,0.732,0.976
female,20,2nd,Southampton,England,23,2,1,0.928,0.91,0.918,0.948
male,24,2nd,Southampton,England,11.1,2,1,0.634,0.196,0.302,0.354
male,36,2nd,Southampton,England,13,0,0,0.508,0.126,0.236,0.068
female,54,2nd,Southampton,England,23,1,3,0.932,0.914,0.896,0.92
male,50,2nd,Southampton,England,13,0,0,0.508,0.164,0.21,0.188
female,51,1st,Cherbourg,United States,77.1902,1,0,0.958,0.982,0.988,0.982
female,29,2nd,Southampton,England,26,1,0,0.936,0.872,0.886,0.97
male,44,2nd,Southampton,England,26,1,0,0.472,0.084,0.324,0.112
male,43,3rd,Southampton,Sweden,6.09,0,0,0.498,0.418,0.216,0.03
male,18,3rd,Southampton,Norway,22.1006,0,0,0.428,0.256,0.236,0.118
male,42,1st,Southampton,United States,52,1,0,0.476,0.13,0.18,0.13
female,35,1st,Southampton,United States,52,1,0,0.916,0.98,0.992,0.98
male,40,1st,Southampton,United States,26.11,0,0,0.574,0.036,0.322,0.036
female,27,3rd,Southampton,Finland,7.1806,0,0,0.61,0.458,0.902,0.976
male,21,2nd,Southampton,England,73.1,0,0,0.386,0.018,0.11,0.11
male,22,3rd,Queenstown,X,7.15,0,0,0.386,0.212,0.246,0.114
male,41,2nd,Southampton,Japan,13,0,0,0.508,0.122,0.21,0.028
female,26,3rd,Southampton,England,8.01,0,0,0.632,0.458,0.906,0.97
male,63,2nd,Southampton,England,26,1,0,0.472,0.078,0.144,0.104
female,61,2nd,Southampton,England,26,1,0,0.936,0.682,0.7,0.884
male,38,1st,Southampton,United States,100,1,0,0.578,0.17,0.418,0.17
female,31,1st,Southampton,United States,100,1,0,0.914,0.976,0.996,0.976
male,43,1st,Cherbourg,United States,30.1311,0,0,0.6,0.14,0.218,0.14
male,42,3rd,Southampton,Norway,7.13,0,0,0.534,0.418,0.216,0.032
male,21,2nd,Southampton,X,22,0,0,0.486,0.018,0.256,0.11
male,34,2nd,Southampton,England,12.0506,0,0,0.53,0.142,0.27,0.132
male,34,3rd,Southampton,England,7.1709,0,0,0.558,0.508,0.26,0.132
male,11,3rd,Cherbourg,X,18.1509,0,0,0.408,0.342,0.562,0.492
female,18,3rd,Cherbourg,Syria,7.0407,0,0,0.866,0.566,0.912,0.982
male,33,3rd,Cherbourg,Lebanon,14.0902,0,0,0.376,0.414,0.374,0.362
female,39,1st,Southampton,X,80,0,0,0.924,0.962,0.976,0.962
female,17,2nd,Southampton,Channel Islands,10.1,0,0,0.932,0.882,0.894,0.96
male,32,3rd,Southampton,X,7.1711,0,0,0.556,0.566,0.238,0.152
female,17,3rd,Southampton,United States,7.1806,1,0,0.448,0.346,0.72,0.97
female,25,3rd,Southampton,Finland,7.1806,1,0,0.448,0.426,0.728,0.978
female,50,1st,Cherbourg,United States,28.1403,0,0,0.85,0.956,0.678,0.956
male,49,1st,Southampton,England,89,0,0,0.446,0.214,0.274,0.214
male,20,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.258,0.24,0.112
female,16,3rd,Cherbourg,X,14.0901,1,0,0.594,0.544,0.772,0.986
female,19,3rd,Cherbourg,X,14.0901,1,0,0.594,0.542,0.738,0.988
female,24,2nd,Southampton,England,27,2,1,0.968,0.932,0.956,0.966
male,42,2nd,Southampton,South Africa,27,1,0,0.474,0.088,0.338,0.13
male,30,3rd,Cherbourg,Croatia (Modern),7.1711,0,0,0.422,0.38,0.402,0.364
male,21,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.26,0.262,0.11
male,21,3rd,Southampton,X,7.01,0,0,0.506,0.26,0.226,0.11
male,46,2nd,Southampton,Wales,15,0,0,0.492,0.106,0.21,0.03
male,24,2nd,Southampton,England,31.1,2,0,0.418,0.02,0.37,0.302
male,21,2nd,Southampton,England,31.1,2,0,0.418,0.016,0.33,0.252
male,32,2nd,Southampton,England,10.1,0,0,0.518,0.142,0.26,0.152
male,20,3rd,Southampton,Denmark,7.1701,0,0,0.556,0.258,0.238,0.112
male,48,3rd,Southampton,Denmark,7.0101,0,0,0.51,0.436,0.208,0.17
male,17,3rd,Southampton,Denmark,7.1701,1,0,0.5,0.204,0.274,0.262
female,26,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.614,0.912,0.962
female,23,2nd,Cherbourg,United States,13.151,0,0,0.942,0.89,0.908,0.978
male,29,3rd,Southampton,Norway,8.0203,0,0,0.58,0.4,0.224,0.114
male,34,3rd,Southampton,Finland,6.0911,0,0,0.498,0.508,0.224,0.132
male,22,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.258,0.254,0.11
male,33,3rd,Southampton,Sweden,8.1301,0,0,0.574,0.52,0.23,0.13
male,31,3rd,Southampton,United States,7.1506,0,0,0.54,0.5,0.192,0.124
male,29,3rd,Southampton,United States,7.1701,0,0,0.556,0.4,0.21,0.114
male,26,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.376,0.24,0.174
male,4,3rd,Southampton,X,11.0208,1,1,0.572,0.454,0.728,0.69
female,1,3rd,Southampton,X,11.0208,1,1,0.482,0.38,0.67,0.774
male,49,3rd,Southampton,United States,13,0,0,0.544,0.44,0.22,0.214
male,33,3rd,Southampton,United States,7.1506,0,0,0.54,0.52,0.22,0.13
female,26,3rd,Southampton,X,11.0208,0,2,0.602,0.336,0.846,0.918
male,19,3rd,Southampton,United States,13,0,0,0.544,0.256,0.258,0.118
male,8,3rd,Southampton,England,23.09,1,2,0.206,0.276,0.646,0.752
female,7,3rd,Southampton,England,23.09,1,2,0.16,0.19,0.762,0.748
male,35,3rd,Southampton,Scotland,23.09,1,2,0.206,0.156,0.358,0.452
female,36,3rd,Southampton,Scotland,23.09,1,2,0.16,0.296,0.834,0.928
male,46,1st,Southampton,United States,26,0,0,0.486,0.03,0.2,0.03
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.276,0.236,0.122
male,25,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.372,0.258,0.174
male,27,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.358,0.242,0.176
male,39,3rd,Cherbourg,Lebanon,7.0407,0,2,0.532,0.344,0.274,0.372
male,50,1st,Southampton,England,26,0,0,0.486,0.188,0.184,0.188
female,20,3rd,Southampton,Finland,9.161,1,0,0.434,0.346,0.716,0.98
female,21,3rd,Southampton,Finland,9.161,1,0,0.434,0.356,0.716,0.986
male,32,3rd,Southampton,Finland,7.1806,0,0,0.584,0.566,0.246,0.152
male,17,3rd,Southampton,Finland,7.0206,0,0,0.51,0.256,0.21,0.148
male,21,3rd,Southampton,Norway,8.0808,0,0,0.576,0.26,0.246,0.11
male,34,2nd,Southampton,Russia,26,1,0,0.472,0.12,0.34,0.226
female,24,2nd,Southampton,Russia,26,1,0,0.936,0.88,0.946,0.986
male,30,3rd,Southampton,Hungary,7.1711,0,0,0.556,0.404,0.194,0.106
male,21,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.26,0.262,0.11
male,33,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.52,0.232,0.13
male,22,3rd,Southampton,Sweden,7.1005,0,0,0.52,0.258,0.23,0.11
female,22,2nd,Southampton,United States,21,0,0,0.816,0.854,0.84,0.974
female,5,3rd,Cherbourg,Slovenia,13.0804,0,1,0.804,0.698,0.882,0.94
male,39,3rd,Cherbourg,United States,13.0804,0,1,0.764,0.428,0.4,0.316
male,19,3rd,Cherbourg,Greece,7.0407,0,0,0.382,0.282,0.45,0.36
female,46,2nd,Queenstown,Ireland,12.07,0,0,0.934,0.862,0.906,0.946
male,23,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.226,0.246,0.122
male,35,2nd,Queenstown,Ireland,12.07,0,0,0.444,0.118,0.258,0.126
male,39,3rd,Southampton,United States,7.05,0,0,0.516,0.472,0.19,0.036
male,33,1st,Southampton,England,211.1,0,0,0.444,0.13,0.126,0.13
female,20,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.538,0.878,0.962
female,22,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.56,0.864,0.96
male,19,3rd,Southampton,Scotland,8.01,0,0,0.578,0.256,0.234,0.118
male,44,3rd,Queenstown,Ireland,7.1607,0,0,0.418,0.306,0.234,0.044
male,44,engineering crew,Southampton,England,0,0,0,0.33,0.32,0.302,0.032
female,49,2nd,Southampton,England,13.1,0,0,0.922,0.872,0.922,0.962
male,24,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.334,0.276,0.168
male,58,1st,Cherbourg,United States,29.14,0,0,0.634,0.12,0.072,0.12
male,41,1st,Southampton,United States,51.1703,1,0,0.45,0.112,0.094,0.112
female,40,1st,Southampton,United States,51.1703,1,0,0.918,0.97,0.974,0.97
male,25,3rd,Cherbourg,Lebanon,14.0901,1,0,0.438,0.284,0.47,0.374
female,20,3rd,Cherbourg,Lebanon,14.0901,1,0,0.594,0.532,0.736,0.986
male,25,3rd,Queenstown,Ireland,7.15,1,0,0.35,0.268,0.308,0.288
male,22,3rd,Queenstown,Ireland,7.15,1,0,0.35,0.194,0.282,0.216
male,22,3rd,Queenstown,Ireland,7.1409,0,0,0.382,0.212,0.246,0.114
male,42,1st,Southampton,United States,52.1101,1,0,0.532,0.13,0.34,0.13
female,45,1st,Southampton,United States,52.1101,1,0,0.906,0.97,0.992,0.97
female,4,3rd,Southampton,Switzerland,22,0,2,0.6,0.402,0.896,0.826
female,26,3rd,Southampton,Switzerland,22,1,1,0.52,0.392,0.82,0.952
female,23,3rd,Southampton,Switzerland,8.1303,2,0,0.36,0.344,0.732,0.964
male,29,3rd,Southampton,Switzerland,22,3,1,0.16,0.282,0.404,0.292
male,26,3rd,Southampton,Switzerland,8.1303,2,0,0.442,0.216,0.32,0.314
male,52,2nd,Queenstown,United States,12.07,0,0,0.444,0.124,0.256,0.166
male,41,1st,Southampton,United States,26.11,0,0,0.574,0.028,0.284,0.028
female,1,3rd,Southampton,Sweden,12.0308,1,1,0.448,0.38,0.632,0.774
male,18,3rd,Southampton,Sweden,7.1701,1,1,0.508,0.132,0.29,0.334
female,36,3rd,Southampton,Sweden,12.0308,0,2,0.606,0.322,0.802,0.966
male,41,2nd,Belfast,Northern Ireland,22,0,0,0.434,0.098,0.222,0.056
male,30,3rd,Cherbourg,Bulgaria,7.1711,0,0,0.422,0.38,0.402,0.364
male,25,3rd,Cherbourg,Turkey,7.0407,0,0,0.382,0.38,0.436,0.404
female,29,1st,Southampton,X,211.0609,0,0,0.91,0.974,0.99,0.974
male,23,2nd,Southampton,England,22,0,0,0.486,0.028,0.248,0.122
male,26,3rd,Southampton,Scotland,7.11,0,0,0.528,0.376,0.238,0.174
