gender,age,class,embarked,country,fare,sibsp,parch,pred0,age_2,pred1,class_2,pred2,fare_2,pred3,gender_2,pred4,embarked_2,pred5,sibsp_2,pred6,parch_2,pred7
female,24,1st,Southampton,Canada,263,3,2,0.934,8,0.752,1st,0.752,72,0.748,male,0.542,Southampton,0.542,0,0.726,0,0.422
female,28,1st,Southampton,Canada,263,3,2,0.936,8,0.752,1st,0.752,72,0.748,male,0.542,Southampton,0.542,0,0.726,0,0.422
female,23,1st,Southampton,Canada,263,3,2,0.934,8,0.752,1st,0.752,72,0.748,male,0.542,Southampton,0.542,0,0.726,0,0.422
male,19,1st,Southampton,Canada,263,3,2,0.204,8,0.528,1st,0.528,72,0.542,male,0.542,Southampton,0.542,0,0.726,0,0.422
male,64,1st,Southampton,Canada,263,1,4,0.066,8,0.604,1st,0.604,72,0.666,male,0.666,Southampton,0.666,0,0.652,0,0.422
female,60,1st,Southampton,Canada,263,1,4,0.844,8,0.708,1st,0.708,72,0.784,male,0.666,Southampton,0.666,0,0.652,0,0.422
male,28,3rd,Queenstown,Ireland,7.15,0,0,0.006,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,38,2nd,Southampton,United States,13,0,0,0.006,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,32,1st,Cherbourg,England,56.1807,0,0,0.988,8,0.948,1st,0.948,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,37,1st,Southampton,England,26.11,0,0,0.364,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,49,1st,Southampton,United States,133.13,2,0,0.582,8,0.602,1st,0.602,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,43,1st,Cherbourg,United States,27.1405,1,0,0.504,8,0.602,1st,0.602,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,42,1st,Southampton,United States,133.13,1,0,0.992,8,0.906,1st,0.906,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,22,1st,Cherbourg,Switzerland,49.1,0,2,0.996,8,0.972,1st,0.972,72,0.962,male,0.852,Southampton,0.726,0,0.726,0,0.422
male,60,1st,Cherbourg,Switzerland,79.04,1,1,0.486,8,0.71,1st,0.71,72,0.712,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,48,1st,Cherbourg,Switzerland,79.04,1,1,0.994,8,0.952,1st,0.952,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
male,39,2nd,Belfast,England,22,0,0,0.006,8,0.434,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,39,1st,Southampton,England,89,0,0,0.048,8,0.446,1st,0.446,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,38,2nd,Southampton,India,13,0,0,0.848,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,1st,Southampton,England,53.02,1,0,0.248,8,0.518,1st,0.518,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,35,1st,Southampton,England,53.02,1,0,0.994,8,0.906,1st,0.906,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,36,2nd,Southampton,England,26,0,0,0,8,0.472,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,2nd,Southampton,England,21,1,0,0.006,8,0.476,1st,0.526,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,33,2nd,Southampton,England,21,1,0,0.004,8,0.476,1st,0.526,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,29,3rd,Queenstown,Ireland,7.141,0,0,0.026,8,0.378,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,England,14.1,0,0,0,8,0.476,1st,0.51,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,39,2nd,Southampton,England,13,0,0,0.93,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,2nd,Southampton,England,26,0,0,0.002,8,0.472,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,26,2nd,Southampton,Channel Islands,10.1,0,0,0.02,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,47,1st,Southampton,England,38.1,0,0,0.138,8,0.472,1st,0.472,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,38,3rd,Cherbourg,United States,7.0407,0,0,0.868,8,0.866,1st,0.892,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,21,3rd,Cherbourg,Lebanon,7.0406,0,0,0.004,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,30,3rd,Cherbourg,Bulgaria,7.1711,0,0,0.044,8,0.422,1st,0.634,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,22,1st,Cherbourg,United States,59.08,0,1,1,8,0.968,1st,0.968,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
female,44,1st,Cherbourg,United States,59.08,0,1,0.998,8,0.968,1st,0.968,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
female,35,1st,Southampton,X,211.1,0,0,0.982,8,0.902,1st,0.902,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,1st,Cherbourg,X,79.04,0,0,0.17,8,0.47,1st,0.47,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,47,2nd,Southampton,England,10.1,0,0,0.008,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,2nd,Southampton,England,11.1,1,0,0.016,8,0.498,1st,0.568,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,21,2nd,Southampton,England,11.1,1,0,0.01,8,0.498,1st,0.568,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,24,2nd,Southampton,England,13.1,0,0,0.004,8,0.496,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,Wales,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,2nd,Southampton,Ireland,13,0,0,0.02,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,2nd,Southampton,England,13,0,0,0,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,17,3rd,Queenstown,Ireland,7.1408,0,0,0.774,8,0.786,1st,0.86,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,30,2nd,Southampton,Argentina,13,0,0,0.002,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,3rd,Queenstown,Ireland,7.15,0,0,0.804,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,47,1st,Cherbourg,United States,89.0201,1,0,0.364,8,0.51,1st,0.51,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,40,1st,Cherbourg,United States,89.0201,1,0,0.998,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,71,1st,Cherbourg,United States,34.1301,0,0,0.058,8,0.602,1st,0.602,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,9,3rd,Southampton,England,20.1006,0,2,0.626,8,0.612,1st,0.698,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,33,3rd,Southampton,England,20.1006,1,1,0.052,8,0.49,1st,0.69,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,41,3rd,Southampton,X,7.17,0,0,0.004,8,0.556,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,31,3rd,Southampton,England,20.1006,1,1,0.68,8,0.514,1st,0.826,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,9,3rd,Southampton,England,46.18,5,2,0.002,8,0.01,1st,0.464,72,0.504,male,0.504,Southampton,0.504,0,0.726,0,0.422
male,1,3rd,Southampton,England,46.18,5,2,0.092,8,0.01,1st,0.464,72,0.504,male,0.504,Southampton,0.504,0,0.726,0,0.422
male,11,3rd,Southampton,England,46.18,5,2,0.002,8,0.01,1st,0.464,72,0.504,male,0.504,Southampton,0.504,0,0.726,0,0.422
female,10,3rd,Southampton,England,46.18,5,2,0.02,8,0.02,1st,0.648,72,0.654,male,0.504,Southampton,0.504,0,0.726,0,0.422
female,16,3rd,Southampton,England,46.18,5,2,0.058,8,0.02,1st,0.648,72,0.654,male,0.504,Southampton,0.504,0,0.726,0,0.422
male,14,3rd,Southampton,England,46.18,5,2,0,8,0.01,1st,0.464,72,0.504,male,0.504,Southampton,0.504,0,0.726,0,0.422
male,42,3rd,Southampton,England,46.18,1,6,0.022,8,0.194,1st,0.608,72,0.664,male,0.664,Southampton,0.664,0,0.65,0,0.422
female,43,3rd,Southampton,England,46.18,1,6,0.064,8,0.178,1st,0.754,72,0.766,male,0.664,Southampton,0.664,0,0.65,0,0.422
male,53,1st,Southampton,United States,28.1,0,0,0.518,8,0.558,1st,0.558,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,19,1st,Southampton,England,153.0903,0,0,0.98,8,0.908,1st,0.908,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,1st,Southampton,Canada,30,0,1,0.152,8,0.63,1st,0.63,72,0.58,male,0.58,Southampton,0.58,0,0.58,0,0.422
female,59,1st,Southampton,England,153.0903,0,1,0.982,8,0.914,1st,0.914,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,52,2nd,Southampton,South Africa,13,0,0,0.004,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,45,1st,Cherbourg,United States,63.0702,0,1,0.996,8,0.968,1st,0.968,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,23,1st,Cherbourg,United States,63.0702,0,1,0.644,8,0.824,1st,0.824,72,0.784,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,20,engineering crew,Southampton,England,0,0,0,0.012,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,3rd,Southampton,Norway,8.0615,0,0,0.024,8,0.578,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,3rd,Southampton,England,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,1st,Cherbourg,France,79.04,0,0,0.066,8,0.47,1st,0.47,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Southampton,Finland,9.1611,0,0,0.01,8,0.578,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,3rd,Southampton,Finland,7.1806,2,0,0.03,8,0.464,1st,0.538,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,28,3rd,Southampton,Finland,7.1806,2,0,0.02,8,0.464,1st,0.538,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,19,3rd,Southampton,Sweden,7.1506,0,0,0.01,8,0.54,1st,0.5,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,24,3rd,Southampton,Switzerland,8.17,0,0,0.414,8,0.562,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,3rd,Southampton,Norway,6.1904,1,0,0.02,8,0.43,1st,0.492,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,19,3rd,Southampton,Norway,6.1904,1,0,0.014,8,0.43,1st,0.492,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,28,3rd,Southampton,Finland,15.17,1,0,0.012,8,0.452,1st,0.552,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,24,3rd,Southampton,Finland,15.17,1,0,0.548,8,0.496,1st,0.808,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,30,2nd,Southampton,England,13,0,0,0.002,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,0.5833333333,2nd,Southampton,United States,14.1,1,1,0.802,8,0.706,1st,0.594,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,23,2nd,Southampton,United States,14.1,0,2,0.926,8,0.92,1st,0.864,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,19,3rd,Southampton,Belgium,9.1,0,0,0.01,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Cherbourg,Lebanon,7.0407,0,0,0.044,8,0.382,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,18,3rd,Cherbourg,Lebanon,7.0406,0,0,0.042,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,35,3rd,Cherbourg,Lebanon,7.0407,0,0,0.01,8,0.382,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,41,3rd,Southampton,United States,14.0202,2,0,0.012,8,0.34,1st,0.516,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,26,3rd,Southampton,Denmark,7.1701,1,0,0.032,8,0.5,1st,0.532,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,21,3rd,Southampton,Denmark,7.1701,0,0,0,8,0.556,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,45,3rd,Southampton,United States,14.0202,1,0,0.5,8,0.47,1st,0.758,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,45,2nd,Southampton,United States,13,0,0,0.006,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,1st,Cherbourg,United States,55.081,1,0,0.594,8,0.594,1st,0.594,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,21,1st,Cherbourg,United States,55.081,1,0,0.996,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,17,3rd,Queenstown,Ireland,7.1408,0,0,0.774,8,0.786,1st,0.86,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,21,3rd,Southampton,England,7.11,0,0,0.562,8,0.682,1st,0.848,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,6,2nd,Southampton,Scotland,33,0,1,0.996,8,0.992,1st,0.93,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,48,1st,Cherbourg,United States,76.1407,1,0,0.418,8,0.504,1st,0.504,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,49,1st,Cherbourg,United States,76.1407,1,0,0.996,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,39,2nd,Southampton,Scotland,33,0,1,0.088,8,0.768,1st,0.624,72,0.58,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,37,1st,Southampton,England,42.08,0,0,0.02,8,0.392,1st,0.392,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,62,2nd,Southampton,England,10.1,0,0,0.14,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,45,1st,Southampton,United States,83.0906,1,0,0.166,8,0.566,1st,0.566,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,35,1st,Southampton,United States,83.0906,1,0,0.994,8,0.912,1st,0.912,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,45,2nd,Southampton,England,10.1,0,0,0.01,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,1st,Southampton,England,89,0,0,0.048,8,0.446,1st,0.446,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,2nd,Southampton,England,22,0,0,0.002,8,0.486,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,7,2nd,Southampton,England,26.05,0,2,0.99,8,0.988,1st,0.922,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,47,2nd,Southampton,England,26.05,1,1,0.054,8,0.754,1st,0.666,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,29,3rd,Queenstown,Ireland,6.1702,0,0,0.018,8,0.36,1st,0.442,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,48,2nd,Southampton,England,26.05,1,1,0.946,8,0.974,1st,0.898,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,27,1st,Cherbourg,Egypt,76.1407,0,0,0.46,8,0.542,1st,0.542,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,45,1st,Southampton,England,30,0,0,0.442,8,0.572,1st,0.572,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,24,1st,Cherbourg,United States,83.0302,0,0,0.99,8,0.952,1st,0.952,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,55,1st,Southampton,Canada,93.1,1,1,0.14,8,0.708,1st,0.708,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,52,1st,Southampton,Canada,93.1,1,1,0.982,8,0.908,1st,0.908,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,42,1st,Southampton,England,42.1,0,0,0.014,8,0.392,1st,0.392,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,33,3rd,Queenstown,Ireland,7.15,0,0,0.494,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Southampton,Sweden,6.1906,0,0,0.114,8,0.512,1st,0.47,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Southampton,X,56.0911,0,0,0.478,8,0.51,1st,0.458,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,20,3rd,Queenstown,Ireland,6.15,0,0,0.54,8,0.638,1st,0.814,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,16,3rd,Southampton,Finland,7.1806,0,0,0.666,8,0.61,1st,0.842,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,23,3rd,Southampton,Finland,7.1806,0,0,0.506,8,0.61,1st,0.842,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,22,3rd,Southampton,Sweden,8.1903,0,0,0.43,8,0.574,1st,0.84,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,3rd,Southampton,Hungary,7.1711,0,0,0.006,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,28,3rd,Southampton,Sweden,7.1506,0,0,0.392,8,0.608,1st,0.844,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.658,8,0.776,1st,0.864,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
female,24,2nd,Southampton,England,65,1,2,0.98,8,0.932,1st,0.834,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,24,2nd,Southampton,England,65,1,2,0.98,8,0.932,1st,0.834,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,50,2nd,Southampton,England,65,1,2,0.064,8,0.644,1st,0.758,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,50,2nd,Southampton,India,65,1,2,0.958,8,0.932,1st,0.834,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,56,2nd,Southampton,India,16,0,0,0.872,8,0.924,1st,0.906,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,2nd,Southampton,England,73.1,2,0,0.02,8,0.348,1st,0.488,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,30,2nd,Southampton,England,73.1,2,0,0.034,8,0.348,1st,0.488,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,21,2nd,Southampton,England,73.1,2,0,0.016,8,0.348,1st,0.488,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,44,1st,Southampton,England,51.1703,0,0,0.018,8,0.378,1st,0.378,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,2nd,Southampton,Finland,13,1,1,0.496,8,0.63,1st,0.664,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,55,1st,Southampton,England,50,0,0,0.03,8,0.38,1st,0.38,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,17,1st,Cherbourg,United States,57.1907,0,1,1,8,0.968,1st,0.968,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
female,44,1st,Cherbourg,United States,57.1907,0,1,0.998,8,0.968,1st,0.968,72,0.962,male,0.784,Southampton,0.58,0,0.58,0,0.422
female,2,3rd,Southampton,Finland,12.0509,0,1,0.706,8,0.722,1st,0.868,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
female,22,3rd,Southampton,Finland,12.0509,1,1,0.604,8,0.486,1st,0.692,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,20,2nd,Southampton,England,23,2,1,0.944,8,0.928,1st,0.868,72,0.894,male,0.64,Southampton,0.64,0,0.58,0,0.422
male,24,2nd,Southampton,England,11.1,2,1,0.104,8,0.634,1st,0.622,72,0.64,male,0.64,Southampton,0.64,0,0.58,0,0.422
male,36,2nd,Southampton,England,13,0,0,0.002,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,54,2nd,Southampton,England,23,1,3,0.904,8,0.932,1st,0.816,72,0.822,male,0.704,Southampton,0.704,0,0.682,0,0.422
male,50,2nd,Southampton,England,13,0,0,0.004,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,51,1st,Cherbourg,United States,77.1902,1,0,0.988,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,29,2nd,Southampton,England,26,1,0,0.79,8,0.936,1st,0.892,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,44,2nd,Southampton,England,26,1,0,0.01,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,43,3rd,Southampton,Sweden,6.09,0,0,0.002,8,0.498,1st,0.47,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,3rd,Southampton,Norway,22.1006,0,0,0.018,8,0.428,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,42,1st,Southampton,United States,52,1,0,0.18,8,0.476,1st,0.476,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,35,1st,Southampton,United States,52,1,0,0.992,8,0.916,1st,0.916,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,40,1st,Southampton,United States,26.11,0,0,0.322,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,27,3rd,Southampton,Finland,7.1806,0,0,0.62,8,0.61,1st,0.842,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,2nd,Southampton,England,73.1,0,0,0.018,8,0.386,1st,0.422,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Queenstown,X,7.15,0,0,0.006,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,41,2nd,Southampton,Japan,13,0,0,0.048,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,26,3rd,Southampton,England,8.01,0,0,0.654,8,0.632,1st,0.848,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,63,2nd,Southampton,England,26,1,0,0.01,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,61,2nd,Southampton,England,26,1,0,0.438,8,0.936,1st,0.892,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,38,1st,Southampton,United States,100,1,0,0.418,8,0.578,1st,0.578,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,31,1st,Southampton,United States,100,1,0,0.996,8,0.914,1st,0.914,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,43,1st,Cherbourg,United States,30.1311,0,0,0.218,8,0.6,1st,0.6,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,42,3rd,Southampton,Norway,7.13,0,0,0.01,8,0.534,1st,0.502,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,2nd,Southampton,X,22,0,0,0,8,0.486,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,2nd,Southampton,England,12.0506,0,0,0.058,8,0.53,1st,0.542,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,3rd,Southampton,England,7.1709,0,0,0.11,8,0.558,1st,0.514,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,11,3rd,Cherbourg,X,18.1509,0,0,0.24,8,0.408,1st,0.614,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,18,3rd,Cherbourg,Syria,7.0407,0,0,0.86,8,0.866,1st,0.892,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,33,3rd,Cherbourg,Lebanon,14.0902,0,0,0.042,8,0.376,1st,0.606,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,39,1st,Southampton,X,80,0,0,0.976,8,0.924,1st,0.924,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,17,2nd,Southampton,Channel Islands,10.1,0,0,0.956,8,0.932,1st,0.866,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,3rd,Southampton,X,7.1711,0,0,0.014,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,17,3rd,Southampton,United States,7.1806,1,0,0.322,8,0.448,1st,0.72,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,25,3rd,Southampton,Finland,7.1806,1,0,0.308,8,0.448,1st,0.72,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,50,1st,Cherbourg,United States,28.1403,0,0,0.678,8,0.85,1st,0.85,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,49,1st,Southampton,England,89,0,0,0.274,8,0.446,1st,0.446,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,Bulgaria,7.1711,0,0,0.002,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,16,3rd,Cherbourg,X,14.0901,1,0,0.354,8,0.594,1st,0.826,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,19,3rd,Cherbourg,X,14.0901,1,0,0.232,8,0.594,1st,0.826,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,24,2nd,Southampton,England,27,2,1,0.976,8,0.968,1st,0.904,72,0.894,male,0.64,Southampton,0.64,0,0.58,0,0.422
male,42,2nd,Southampton,South Africa,27,1,0,0.032,8,0.474,1st,0.552,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
